board	similarity
Disney	0.078014485608
Mechanical	0.0452883537429
BeautySalon	0.033408977184
facelift	0.0282666172862
TaiwanDrama	0.0219540462163
Lifeismoney	0.0185632532414
hairdo	0.0169073164081
BeautyMarket	0.0130190589003
MakeUp	0.0115043980983
LoL	0.00653971840584
Drama-Ticket	0.00610709293615
