board	similarity
TVCard	0.0627410616872
Audiophile	0.0506566505712
Music-Sell	0.0271061456973
nb-shopping	0.0244740067542
Pedal	0.0218979133941
mobilesales	0.0196342156315
MacShop	0.0157204517295
forsale	0.0154738112978
watch	0.0147186304439
Neihu	0.0111939913903
HardwareSale	0.0106580505985
CarShop	0.00932078183177
BikerShop	0.00907402066551
Gamesale	0.00859260473405
ShuangHe	0.00855069494389
DC_SALE	0.00803946254058
Drama-Ticket	0.00613714303896
LoL	0.0046437476886
HelpBuy	0.00430200920107
Gossiping	0.00199468396385
