board	similarity
Pet_Get	0.161757751732
dog	0.130102531984
SongShan	0.0446826344549
cat	0.0251137122156
I-Lan	0.023904850312
ChungLi	0.0181723340116
ChangHua	0.0169157788024
Taoyuan	0.0143233956865
Hsinchu	0.0119764644423
TaichungBun	0.00855095557255
Gossiping	0.00652995072852
WomenTalk	0.00582478299034
forsale	0.00571951279127
